Date,Open,High,Low,Close,Adj Close,Volume
2014-06-20,830.000000,833.750000,825.562012,733.212585,828.900024,214776
2014-06-23,828.000000,828.000000,805.500000,714.515564,807.763000,187612
2014-06-24,808.000000,808.599976,798.575012,709.926453,802.575012,351468
2014-06-25,810.525024,810.525024,801.724976,710.479309,803.200012,371620
2014-06-26,802.750000,807.500000,794.763000,705.304626,797.349976,320620
2014-06-27,796.500000,808.250000,795.000000,712.502258,805.487000,203820
2014-06-30,803.875000,814.750000,803.200012,717.920166,811.612000,164500
2014-07-01,811.500000,813.737000,802.500000,712.458862,805.437988,162876
2014-07-02,805.025024,811.250000,800.250000,711.739807,804.625000,118236
2014-07-03,803.700012,807.500000,801.500000,710.026367,802.687988,184084
2014-07-04,802.000000,812.200012,801.250000,716.305908,809.786987,134684
2014-07-07,813.888000,839.750000,813.888000,739.437988,835.937988,392804
2014-07-08,836.250000,851.025024,826.275024,737.237244,833.450012,353592
2014-07-09,835.250000,845.500000,822.612000,730.713623,826.075012,192084
2014-07-10,827.500000,844.250000,813.750000,728.192566,823.224976,378928
2014-07-11,852.500000,857.338013,826.250000,735.468140,831.450012,789736
2014-07-14,832.500000,832.500000,797.049988,713.619446,806.750000,318640
2014-07-15,812.500000,814.737000,804.500000,713.276306,806.362000,205196
2014-07-16,807.500000,811.500000,801.900024,714.150146,807.349976,209140
2014-07-17,807.750000,835.713013,807.750000,717.224121,810.825012,173092
2014-07-18,810.000000,818.250000,810.000000,719.413330,813.299988,109944
2014-07-21,812.500000,818.750000,798.213013,709.074585,801.612000,186264
2014-07-22,801.500000,812.500000,800.062012,715.410767,808.775024,169128
2014-07-23,811.250000,838.000000,811.250000,740.156311,836.750000,270236
2014-07-24,837.000000,846.713013,830.500000,747.066467,844.562012,171532
2014-07-25,845.500000,847.500000,826.500000,741.339783,838.088013,155804
2014-07-28,837.500000,846.500000,831.250000,744.446350,841.599976,94140
2014-07-30,841.599976,848.150024,837.500000,744.811768,842.013000,197712
2014-07-31,842.375000,848.161987,836.463013,744.291626,841.424988,104884
2014-08-01,840.000000,847.500000,833.000000,738.686157,835.088013,145968
2014-08-04,837.750000,870.500000,837.750000,765.720154,865.650024,504320
2014-08-05,866.250000,878.750000,866.250000,774.930176,876.062012,266556
2014-08-06,880.075012,901.125000,880.000000,790.509949,893.674988,508920
2014-08-07,875.000000,885.500000,875.000000,777.208862,878.638000,288576
2014-08-08,873.763000,880.000000,868.888000,769.645813,870.088013,143068
2014-08-11,876.875000,895.750000,876.875000,790.188843,893.312012,115536
2014-08-12,897.750000,898.750000,886.250000,790.885864,894.099976,103852
2014-08-13,891.750000,904.500000,889.000000,795.905823,899.775024,180052
2014-08-14,900.000000,905.625000,897.150024,796.934448,900.937988,101308
2014-08-18,900.937988,902.250000,887.500000,786.915955,889.612000,99624
2014-08-19,888.750000,896.700012,882.500000,785.291077,887.775024,118960
2014-08-20,887.812012,895.937988,886.638000,785.600708,888.125000,66780
2014-08-21,887.525024,890.250000,882.750000,783.488342,885.737000,90296
2014-08-22,887.000000,901.737000,886.825012,796.380737,900.312012,690388
2014-08-25,901.250000,907.500000,890.312012,800.859314,905.375000,115024
2014-08-26,906.750000,909.250000,899.625000,800.660339,905.150024,122688
2014-08-27,906.250000,912.187988,900.500000,803.347534,908.187988,121192
2014-08-28,908.750000,908.750000,892.000000,794.777893,898.500000,77576
2014-09-01,898.500000,903.862000,896.286987,796.856628,900.849976,68132
2014-09-02,899.000000,905.750000,889.125000,798.659424,902.888000,355168
2014-09-03,900.000000,935.000000,900.000000,825.870300,933.650024,424456
2014-09-04,932.500000,932.500000,923.838013,819.999451,927.013000,106572
2014-09-05,930.500000,948.237000,927.500000,824.919434,932.575012,201580
2014-09-08,935.000000,948.000000,932.500000,835.545654,944.588013,94592
2014-09-09,937.500000,938.849976,930.362000,826.356812,934.200012,170584
2014-09-10,929.974976,929.974976,915.862000,811.164429,917.025024,195692
2014-09-11,918.750000,924.900024,908.312012,814.602722,920.911987,93348
2014-09-12,922.500000,927.463013,913.411987,812.104797,918.088013,107072
2014-09-15,917.500000,918.625000,907.500000,805.602295,910.737000,298508
2014-09-16,917.500000,921.799988,906.700012,808.610718,914.138000,333236
2014-09-17,918.799988,936.474976,918.000000,827.152832,935.099976,160956
2014-09-18,921.000000,932.500000,914.275024,818.196594,924.974976,265392
2014-09-19,925.000000,942.338013,920.275024,818.538940,925.362000,528376
2014-09-22,921.250000,923.424988,908.250000,807.371460,912.737000,175856
2014-09-23,913.750000,921.250000,898.525024,798.935425,903.200012,622832
2014-09-24,903.750000,917.911987,900.625000,807.029053,912.349976,229504
2014-09-25,915.000000,926.250000,911.525024,816.814087,923.411987,259424
2014-09-26,922.000000,929.724976,914.900024,814.061462,920.299988,295184
2014-09-29,922.500000,941.000000,921.000000,829.519104,937.775024,150576
2014-09-30,937.500000,939.474976,926.000000,828.755676,936.911987,347108
2014-10-01,937.500000,964.974976,935.237000,850.770691,961.799988,284992
2014-10-07,961.799988,973.013000,942.474976,847.033386,957.575012,657232
2014-10-08,943.500000,950.000000,910.812012,807.206116,912.549988,656216
2014-10-09,925.000000,928.474976,907.500000,806.178162,911.388000,809856
2014-10-10,921.250000,977.150024,900.000000,860.002808,972.237000,2588120
2014-10-13,974.500000,996.500000,972.500000,872.054932,985.862000,694260
2014-10-14,990.375000,992.474976,975.286987,866.570679,979.661987,297672
2014-10-15,979.661987,979.661987,979.661987,866.570679,979.661987,0
2014-10-16,977.250000,984.237000,963.750000,881.844177,966.400024,241512
2014-10-17,966.500000,980.000000,959.974976,879.164185,963.463013,199420
2014-10-20,967.000000,972.000000,950.875000,869.616699,953.000000,202432
2014-10-21,962.500000,962.500000,929.500000,860.993408,943.549988,284424
2014-10-22,950.275024,952.687988,945.000000,865.669983,948.674988,130408
2014-10-27,950.000000,959.500000,946.437988,867.575317,950.763000,168312
2014-10-28,937.775024,953.375000,937.775024,865.522156,948.513000,104416
2014-10-29,951.013000,973.500000,951.013000,884.957703,969.812012,111992
2014-10-30,972.500000,994.763000,972.500000,900.219299,986.536987,287608
2014-10-31,993.263000,1017.500000,993.263000,924.239075,1012.859985,335352
2014-11-03,1018.750000,1027.109985,1008.700012,931.776428,1021.119995,250892
2014-11-05,1021.119995,1038.589966,1014.340027,941.248230,1031.500000,293052
2014-11-07,1031.500000,1045.859985,1029.069946,950.993774,1042.180054,247364
2014-11-10,1042.250000,1045.339966,1035.550049,951.331299,1042.550049,122276
2014-11-11,1041.380005,1041.380005,1027.209961,940.919617,1031.140015,130072
2014-11-12,1030.280029,1037.500000,1025.250000,937.242310,1027.109985,113176
2014-11-13,1027.750000,1050.000000,1027.750000,953.822510,1045.280029,165412
2014-11-14,1047.760010,1052.359985,1044.040039,955.474060,1047.089966,177396
2014-11-17,1045.000000,1056.250000,1037.339966,960.136963,1052.199951,196544
2014-11-18,1055.000000,1056.250000,1042.550049,952.855286,1044.219971,115708
2014-11-19,1045.500000,1049.000000,1035.469971,953.512146,1044.939941,121372
2014-11-20,1045.500000,1058.099976,1045.500000,963.084473,1055.430054,140084
2014-11-21,1050.250000,1050.250000,1031.959961,945.838074,1036.530029,219188
2014-11-24,1050.000000,1070.000000,1046.500000,974.983459,1068.469971,418664
2014-11-25,1074.430054,1079.939941,1062.250000,981.662964,1075.790039,334776
2014-11-26,1076.250000,1077.750000,1068.750000,980.403748,1074.410034,247220
2014-11-27,1079.500000,1094.250000,1077.739990,996.199158,1091.719971,506696
2014-11-28,1094.250000,1099.750000,1086.250000,994.456360,1089.810059,529984
2014-12-01,1097.000000,1100.250000,1073.030029,992.521790,1087.689941,958968
2014-12-02,1082.500000,1082.500000,1058.000000,970.877075,1063.969971,590992
2014-12-03,1051.900024,1065.969971,1042.400024,968.440918,1061.300049,222410
2014-12-04,1062.500000,1072.280029,1049.500000,959.178955,1051.150024,196928
2014-12-05,1053.599976,1057.000000,1030.030029,944.305054,1034.849976,271142
2014-12-08,1006.000000,1008.500000,979.250000,898.177917,984.299988,4432222
2014-12-09,992.500000,993.000000,976.275024,896.444275,982.400024,339016
2014-12-10,982.500000,992.400024,980.250000,895.942322,981.849976,622084
2014-12-11,980.000000,980.000000,957.974976,876.369141,960.400024,729224
2014-12-12,966.125000,980.000000,959.500000,884.741333,969.575012,350144
2014-12-15,954.700012,978.224976,953.000000,877.966003,962.150024,340914
2014-12-16,962.500000,976.000000,962.500000,884.056946,968.825012,317442
2014-12-17,960.500000,978.000000,949.000000,885.334412,970.224976,407692
2014-12-18,974.275024,990.000000,973.000000,897.128723,983.150024,317502
2014-12-19,995.099976,1003.549988,992.875000,913.371155,1000.950012,2303368
2014-12-22,1001.119995,1004.280029,987.575012,911.135620,998.500000,1010026
2014-12-23,1000.000000,1010.500000,982.150024,899.318604,985.549988,136672
2014-12-24,985.849976,992.500000,958.875000,882.414429,967.025024,294496
2014-12-26,967.025024,979.474976,966.000000,889.851379,975.174988,107676
2014-12-29,976.049988,986.000000,976.049988,894.163025,979.900024,203960
2014-12-30,982.500000,987.000000,978.625000,897.174255,983.200012,88802
2014-12-31,979.500000,989.500000,975.500000,899.364197,985.599976,1884440
2015-01-01,983.900024,990.599976,978.724976,901.463013,987.900024,76062
2015-01-02,987.500000,1009.799988,986.950012,918.636292,1006.719971,122022
2015-01-05,1007.349976,1014.830017,988.825012,910.953064,998.299988,164748
2015-01-06,992.450012,994.000000,967.500000,892.816956,978.424988,443172
2015-01-07,978.549988,987.650024,975.000000,896.444275,982.400024,1549476
2015-01-08,991.250000,998.424988,975.500000,900.892761,987.275024,1575728
2015-01-09,992.500000,1054.000000,957.049988,946.084473,1036.800049,2257734
2015-01-12,1047.530029,1059.500000,1038.119995,964.863770,1057.380005,443130
2015-01-13,1057.199951,1057.199951,1037.569946,952.307739,1043.619995,186430
2015-01-14,1047.500000,1067.500000,1046.449951,971.269531,1064.400024,306520
2015-01-15,1072.000000,1076.449951,1057.250000,973.614685,1066.969971,239026
2015-01-16,1070.099976,1073.680054,1055.000000,964.580933,1057.069946,136228
2015-01-19,1059.000000,1065.500000,1047.900024,959.224548,1051.199951,121790
2015-01-20,1051.199951,1066.449951,1050.219971,968.331421,1061.180054,137916
2015-01-21,1063.099976,1085.000000,1058.650024,987.831604,1082.550049,721600
2015-01-22,1084.500000,1101.000000,1080.900024,1001.792847,1097.849976,168540
2015-01-23,1100.000000,1111.000000,1083.380005,1010.169678,1107.030029,211824
2015-01-27,1107.030029,1108.000000,1065.500000,974.554565,1068.000000,225478
2015-01-28,1073.280029,1077.250000,1066.500000,978.706543,1072.550049,168026
2015-01-29,1067.599976,1074.680054,1064.119995,977.702637,1071.449951,316010
2015-01-30,1076.000000,1081.800049,1063.199951,977.638794,1071.380005,483706
2015-02-02,1070.000000,1075.599976,1063.819946,973.806396,1067.180054,128966
2015-02-03,1070.000000,1070.000000,1051.530029,967.418884,1060.180054,147142
2015-02-04,1064.000000,1074.750000,1064.000000,977.319397,1071.030029,109072
2015-02-05,1072.000000,1110.000000,1072.000000,1000.834778,1096.800049,358546
2015-02-06,1096.500000,1123.380005,1096.199951,1017.150513,1114.680054,242986
2015-02-09,1114.680054,1127.500000,1103.199951,1026.658569,1125.099976,321814
2015-02-10,1122.449951,1148.699951,1112.500000,1040.391724,1140.150024,283312
2015-02-11,1137.500000,1147.500000,1129.119995,1043.539795,1143.599976,121126
2015-02-12,1140.000000,1161.430054,1137.500000,1056.424438,1157.719971,159532
2015-02-13,1155.500000,1162.449951,1143.469971,1047.737305,1148.199951,219462
2015-02-16,1140.500000,1152.930054,1133.000000,1039.570557,1139.250000,171082
2015-02-18,1139.250000,1152.500000,1130.550049,1047.445557,1147.880005,139768
2015-02-19,1152.000000,1166.949951,1146.000000,1061.516479,1163.300049,171670
2015-02-20,1162.000000,1167.599976,1138.500000,1042.216797,1142.150024,159434
2015-02-23,1151.969971,1155.500000,1126.619995,1036.011719,1135.349976,151902
2015-02-24,1138.030029,1147.500000,1129.000000,1039.406372,1139.069946,104502
2015-02-25,1145.000000,1166.000000,1139.180054,1057.619873,1159.030029,323990
2015-02-26,1157.449951,1157.449951,1125.000000,1030.901611,1129.750000,139690
2015-02-27,1133.619995,1140.430054,1129.000000,1034.031616,1133.180054,101442
2015-02-28,null,null,null,null,null,null
2015-03-02,1150.000000,1154.000000,1139.199951,1045.474487,1145.719971,77242
2015-03-03,1145.500000,1154.500000,1139.719971,1048.175537,1148.680054,79562
2015-03-04,1149.500000,1156.750000,1126.180054,1036.878662,1136.300049,142860
2015-03-05,1134.199951,1148.699951,1118.000000,1027.342896,1125.849976,125318
2015-03-09,1125.849976,1128.000000,1089.599976,999.447754,1095.280029,242926
2015-03-10,1100.000000,1103.500000,1081.650024,1003.800354,1100.050049,180680
2015-03-11,1095.000000,1120.000000,1086.300049,996.272156,1091.800049,254146
2015-03-12,1092.449951,1113.180054,1088.750000,1011.876038,1108.900024,172524
2015-03-13,1113.050049,1114.400024,1097.199951,1011.255432,1108.219971,111328
2015-03-16,1105.000000,1141.000000,1105.000000,1034.323608,1133.500000,154334
2015-03-17,1130.099976,1139.250000,1109.099976,1022.889954,1120.969971,169758
2015-03-18,1125.000000,1130.380005,1110.000000,1017.533447,1115.099976,83142
2015-03-19,1113.500000,1122.069946,1112.099976,1017.396729,1114.949951,1021416
2015-03-20,1116.500000,1134.750000,1116.500000,1030.646240,1129.469971,157412
2015-03-23,1126.000000,1137.500000,1113.430054,1018.537231,1116.199951,720696
2015-03-24,1115.000000,1126.000000,1103.119995,1009.275513,1106.050049,109452
2015-03-25,1108.650024,1113.849976,1100.000000,1011.830383,1108.849976,146474
2015-03-26,1106.000000,1106.750000,1065.000000,978.405334,1072.219971,226320
2015-03-27,1082.000000,1112.500000,1080.000000,1004.639771,1100.969971,161544
2015-03-30,1107.000000,1122.030029,1097.719971,1017.350952,1114.900024,115964
2015-03-31,1121.800049,1136.000000,1102.430054,1011.328674,1108.300049,153088
2015-04-01,1104.699951,1104.699951,1080.000000,991.089111,1086.119995,316246
2015-04-06,1086.119995,1092.500000,1081.000000,993.352112,1088.599976,116118
2015-04-07,1090.000000,1091.969971,1070.900024,986.070313,1080.619995,140114
2015-04-08,1087.750000,1103.430054,1087.000000,1004.119629,1100.400024,79598
2015-04-09,1105.000000,1108.199951,1093.500000,1008.955933,1105.699951,68070
2015-04-10,1105.000000,1119.500000,1105.000000,1018.947937,1116.650024,92850
2015-04-13,1117.500000,1122.000000,1108.800049,1021.548584,1119.500000,67758
2015-04-15,1119.500000,1121.449951,1097.750000,1009.777222,1106.599976,88410
2015-04-16,1107.500000,1115.000000,1078.119995,999.694031,1095.550049,148980
2015-04-17,1094.000000,1097.500000,1076.719971,995.514832,1090.969971,65198
2015-04-20,1090.500000,1092.000000,1058.619995,973.295288,1066.619995,1607928
2015-04-21,1069.000000,1076.219971,1059.900024,978.387024,1072.199951,331532
2015-04-22,1073.069946,1087.500000,1050.119995,975.667847,1069.219971,158362
2015-04-23,1072.650024,1072.650024,1056.250000,968.422729,1061.280029,213050
2015-04-24,1065.500000,1075.000000,991.000000,910.793396,998.125000,3042194
2015-04-27,1000.500000,1005.000000,975.000000,906.116699,993.000000,685344
2015-04-28,994.000000,994.000000,976.500000,894.870178,980.674988,490368
2015-04-29,982.500000,986.000000,969.275024,894.984131,980.799988,314158
2015-04-30,980.000000,980.075012,966.325012,886.224243,971.200012,699916
2015-05-04,971.200012,999.500000,971.200012,909.903625,997.150024,208100
2015-05-05,1000.000000,1002.500000,977.500000,897.333801,983.375000,480910
2015-05-06,989.500000,990.000000,958.750000,877.144775,961.250000,853838
2015-05-07,964.400024,983.500000,955.549988,886.406677,971.400024,256032
2015-05-08,981.950012,984.299988,972.900024,893.341736,979.000000,136284
2015-05-11,982.549988,1000.000000,977.000000,908.854309,996.000000,242664
2015-05-12,999.450012,999.450012,970.625000,889.509155,974.799988,366828
2015-05-13,977.000000,982.500000,966.299988,892.406372,977.974976,3353334
2015-05-14,980.000000,980.000000,955.000000,882.642639,967.275024,265246
2015-05-15,967.549988,982.500000,967.500000,894.140137,979.875000,170336
2015-05-18,982.099976,999.000000,981.025024,908.740234,995.875000,234492
2015-05-19,994.500000,1016.349976,992.200012,920.789856,1009.080017,184790
2015-05-20,1016.780029,1025.500000,1016.780029,932.898743,1022.349976,136286
2015-05-21,1024.500000,1030.500000,1017.500000,932.278259,1021.669983,108246
2015-05-22,1022.500000,1024.699951,1015.030029,931.575623,1020.900024,344574
2015-05-25,1025.000000,1028.449951,1003.500000,920.716797,1009.000000,168264
2015-05-26,1010.500000,1015.530029,1000.250000,916.747498,1004.650024,239448
2015-05-27,1007.500000,1007.500000,976.875000,898.383362,984.525024,275626
2015-05-28,990.000000,1013.500000,988.150024,919.028748,1007.150024,210718
2015-05-29,1008.500000,1026.750000,1001.880005,922.724365,1011.200012,373196
2015-06-01,1015.000000,1031.500000,1011.650024,933.355042,1022.849976,158150
2015-06-02,1022.500000,1027.400024,1002.549988,916.519348,1004.400024,277568
2015-06-03,1010.000000,1030.000000,1004.119995,923.043701,1011.549988,348354
2015-06-04,1015.500000,1028.300049,1007.169983,925.306763,1014.030029,172884
2015-06-05,1019.500000,1022.000000,1004.580017,918.024963,1006.049988,239842
2015-06-08,1006.000000,1010.119995,995.000000,912.613831,1000.119995,112146
2015-06-09,1006.500000,1006.500000,992.549988,909.105225,996.275024,325716
2015-06-10,1005.000000,1019.849976,993.000000,924.458008,1013.099976,212172
2015-06-11,1017.500000,1022.500000,998.525024,913.343811,1000.919983,438186
2015-06-12,1001.000000,1012.250000,977.750000,929.238159,988.325012,728812
2015-06-15,980.000000,998.849976,968.500000,945.965027,991.099976,352567
2015-06-16,994.000000,1002.000000,985.000000,953.934753,999.450012,124572
2015-06-17,1007.000000,1020.400024,993.299988,950.450928,995.799988,200684
2015-06-18,1000.250000,1005.950012,996.000000,955.318787,1000.900024,98293
2015-06-19,1005.000000,1010.299988,992.500000,951.357788,996.750000,105608
2015-06-22,1009.000000,1028.800049,997.500000,977.748535,1024.400024,189597
2015-06-23,1025.000000,1028.000000,999.099976,955.557434,1001.150024,219714
2015-06-24,1010.000000,1013.400024,991.599976,949.782837,995.099976,151837
2015-06-25,1000.000000,1003.000000,987.849976,946.012756,991.150024,187888
2015-06-26,995.000000,1011.750000,995.000000,960.281860,1006.099976,177156
2015-06-29,988.000000,999.000000,980.000000,945.153748,990.250000,214778
2015-06-30,993.000000,993.000000,983.099976,940.476868,985.349976,130902
2015-07-01,990.000000,1000.000000,986.150024,952.264465,997.700012,92268
2015-07-02,1000.000000,1000.400024,985.150024,943.149414,988.150024,123814
2015-07-03,987.000000,993.000000,983.549988,944.867371,989.950012,97141
2015-07-06,980.000000,988.250000,975.500000,938.711121,983.500000,137500
2015-07-07,990.000000,990.750000,980.049988,937.327148,982.049988,86525
2015-07-08,985.000000,985.000000,955.000000,913.608887,957.200012,335285
2015-07-09,960.000000,966.950012,934.000000,894.996887,937.700012,325585
2015-07-10,950.000000,951.849976,932.549988,894.328796,937.000000,154023
2015-07-13,940.000000,954.450012,934.099976,906.784546,950.049988,199391
2015-07-14,955.000000,973.599976,945.349976,925.921326,970.099976,268169
2015-07-15,971.900024,985.200012,969.000000,937.899902,982.650024,135014
2015-07-16,985.500000,991.200012,979.099976,942.815308,987.799988,98765
2015-07-17,989.900024,1003.950012,989.000000,956.368652,1002.000000,198520
2015-07-20,1003.250000,1010.000000,987.250000,956.273254,1001.900024,173740
2015-07-21,1022.200012,1127.750000,1022.200012,1061.979736,1112.650024,1417565
2015-07-22,1105.000000,1111.449951,1075.750000,1052.387207,1102.599976,304363
2015-07-23,1103.000000,1117.699951,1091.000000,1048.808105,1098.849976,184063
2015-07-24,1100.000000,1106.199951,1082.400024,1039.740601,1089.349976,123690
2015-07-27,1089.000000,1089.000000,1060.500000,1016.499756,1065.000000,221136
2015-07-28,1077.000000,1077.000000,1055.500000,1015.067932,1063.500000,126104
2015-07-29,1068.000000,1092.250000,1065.000000,1035.779663,1085.199951,130349
2015-07-30,1090.000000,1090.000000,1059.750000,1020.413025,1069.099976,111411
2015-07-31,1079.000000,1081.199951,1061.599976,1028.955444,1078.050049,143459
2015-08-03,1080.000000,1091.500000,1069.000000,1029.909912,1079.050049,126860
2015-08-04,1078.000000,1080.000000,1053.000000,1011.536377,1059.800049,176101
2015-08-05,1065.000000,1090.000000,1065.000000,1037.068237,1086.550049,107932
2015-08-06,1090.199951,1105.949951,1079.000000,1039.836060,1089.449951,185927
2015-08-07,1089.449951,1100.900024,1080.000000,1045.706055,1095.599976,102142
2015-08-10,1097.000000,1106.000000,1068.099976,1032.677612,1081.949951,102736
2015-08-11,1098.900024,1115.000000,1073.500000,1054.057495,1104.349976,228334
2015-08-12,1110.000000,1147.000000,1110.000000,1089.754395,1141.750000,254659
2015-08-13,1147.000000,1166.000000,1130.000000,1104.166748,1156.849976,295308
2015-08-14,1166.000000,1168.800049,1143.000000,1096.674316,1149.000000,184615
2015-08-17,1150.000000,1150.750000,1122.500000,1089.849854,1141.849976,94446
2015-08-18,1147.000000,1177.000000,1147.000000,1110.800415,1163.800049,182975
2015-08-19,1166.000000,1186.000000,1163.800049,1121.537964,1175.050049,284572
2015-08-20,1170.000000,1170.000000,1130.199951,1086.365967,1138.199951,238532
2015-08-21,1141.000000,1159.400024,1119.099976,1098.201294,1150.599976,232617
2015-08-24,1120.000000,1123.000000,1080.050049,1042.890503,1092.650024,340349
2015-08-25,1096.000000,1120.000000,1045.000000,1037.020508,1086.500000,252522
2015-08-26,1099.000000,1099.000000,1059.599976,1016.833740,1065.349976,187394
2015-08-27,1090.000000,1098.900024,1076.500000,1034.729736,1084.099976,119885
2015-08-28,1095.199951,1124.000000,1095.000000,1060.118408,1110.699951,170300
2015-08-31,1130.000000,1130.000000,1083.599976,1045.324341,1095.199951,194970
2015-09-01,1089.949951,1114.400024,1082.099976,1040.026978,1089.650024,194363
2015-09-02,1100.000000,1114.599976,1090.099976,1050.192139,1100.300049,157076
2015-09-03,1110.000000,1111.050049,1093.949951,1050.526123,1100.650024,84826
2015-09-04,1107.800049,1110.000000,1068.000000,1024.898926,1073.800049,158330
2015-09-07,1081.000000,1084.000000,1055.000000,1011.345459,1059.599976,114695
2015-09-08,1063.000000,1074.449951,1052.349976,1011.059204,1059.300049,144972
2015-09-09,1088.000000,1099.000000,1072.500000,1038.929321,1088.500000,147657
2015-09-10,1088.000000,1090.699951,1061.699951,1031.150513,1080.349976,124828
2015-09-11,1092.000000,1105.449951,1085.250000,1041.029175,1090.699951,132213
2015-09-14,1096.199951,1100.000000,1082.550049,1047.758057,1097.750000,87985
2015-09-15,1099.000000,1104.300049,1088.099976,1048.378784,1098.400024,85527
2015-09-16,1105.000000,1108.449951,1098.199951,1051.337402,1101.500000,254703
2015-09-18,1101.500000,1118.000000,1099.250000,1054.439209,1104.750000,143076
2015-09-21,1100.000000,1108.199951,1097.000000,1054.343994,1104.650024,87241
2015-09-22,1115.000000,1135.400024,1100.000000,1055.155151,1105.500000,189121
2015-09-23,1109.800049,1126.000000,1097.500000,1065.797485,1116.650024,111417
2015-09-24,1111.000000,1149.599976,1110.050049,1089.420532,1141.400024,198943
2015-09-28,1141.400024,1143.349976,1103.050049,1057.732178,1108.199951,152660
2015-09-29,1102.000000,1132.000000,1098.000000,1070.044678,1121.099976,167616
2015-09-30,1133.000000,1165.349976,1127.550049,1107.602661,1160.449951,217212
2015-10-01,1169.900024,1197.000000,1162.349976,1119.819946,1173.250000,217864
2015-10-05,1173.250000,1188.900024,1162.550049,1126.739746,1180.500000,149537
2015-10-06,1185.000000,1190.000000,1148.599976,1102.257813,1154.849976,201793
2015-10-07,1157.900024,1168.900024,1128.349976,1081.546143,1133.150024,203853
2015-10-08,1140.000000,1149.650024,1126.000000,1080.877808,1132.449951,141959
2015-10-09,1133.000000,1172.599976,1133.000000,1114.665649,1167.849976,363649
